Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,2.9683269371381873
and,and,CC,CC,0,0,0,1,0,,FUNCTION,1.6822958217991184
yes,yes,RB,RB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.0039459627943916
definitely,definitely,RB,RB,0.10000000000000001,0.10000000000000001,0,4,0,CONTENT,CONTENT,2.443126205133929
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.811088986613559
compass,compass,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,2.880366204049798
since,since,IN,IN,0.20000000000000001,0.20000000000000001,0,1,0,,FUNCTION,3.0656440893933103
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.1948968166681255
know,know,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,1.9933061785445496
what,what,WP,WP,0,0,0,1,0,,FUNCTION,2.2808401344278804
direction,direction,NN,NN,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,2.8423032648394404
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.7584127246425627
go,go,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.1566960727678794
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.949143688358131
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.676989331119766
would,would,MD,MD,0,0,0,1,0,,FUNCTION,3.0588253175040787
work,work,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.388807915728818
actually,actually,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,3.0551190810172337
now,now,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.1789178537812717
that,that,IN,IN,0,0,0,1,0,,FUNCTION,3.0727708959833695
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,2.876315395174542
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1280775728968337
of,of,IN,IN,0,0,0,1,0,,FUNCTION,3.2097710120939356
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,2.5568041382444218
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.123420993552774
flashlight,flashlight,NN,NN,0,0,0,2,0,CONTENT,CONTENT,1.5709782714004914
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,1.989780453116739
really,really,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.238563709848439
important,important,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,2.3509617377835568
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,1.6174117028202404
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.6663252799524249
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.786603679151432
read,read,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,1.1088827955850957
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.919569433732644
compass,compass,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.202253060355175
at,at,IN,IN,0,0,0,1,0,,FUNCTION,3.134551056883152
night,night,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.76245307393764
